1,2,3,4,5,6
48,64,25,43.785,18,20
48,64,25,44,18.038,20
48,64,25,44,18.007,20
48,64,25,43.878,18,20
48,64,25,44,18.733,20
48,64,25,44,18.769,20
48,64,25,44,19.301,20
48,64,25,44,19.567,20
48,64,25,44,19.393,20
48,64,25,44,18.99,20
48,64,25,44,19.606,20
48,64,25,44,19.972,20
48,64,25,44,19.92,20
48,64,25,44,19.742,20
48,64,25,44,20.626,20
48,64,25,44,20.65,20
48,64,25,44,20.895,20
48,64,25,44.416,21,20
48,64,25,44,20.84,20
48,64,25,44,20.835,20
48,64,25,44,20.888,20
48,64,25,44,20.567,20
48,64,25,44,20.293,20
48,64,25,44,20.02,20
48,64,25,44,19.872,20
48,64,25,44,18.944,20
48,64,25,44,18.609,20
48,64,25,43.934,18,20
48,64,25,44,18.39,20
48,64,25,44,18.255,20
48,64,25,43.266,18,20
48,64,25,43.805,18,20
48,64,25,43.269,18,20
48,64,25,42.747,18,20
48,64,25,41.725,18,20
48,64,25,41.932,18,20
48,64,25,41.07,18,20
48,64,25,40.657,18,20
48,64,25,40.364,18,20
48,64,25,40.22,18,20
48,64,25,39.945,18,20
48,64,25,39.405,18,20
48,64,25,38.5,18,19.74
48,64,25,38.5,18,18.85
48,64,25,38.5,18,17.529
48,64,25,38.5,18,16.04
48,63.081,25,38.5,18,16
48,61.708,25,38.5,18,16
48,60.108,25,38.5,18,16
48,59.043,25,38.5,18,16
48,57.062,25,38.5,18,16
48,56,25,38.049,18,16
48,56,25,37.157,18,16
48,56,25,35.798,18,16
48,56,25,33.846,18,16
48,56,25,33,17.973,16
48,56,25,33,16.299,16
48,56,24.147,33,15,16
48,56,22.691,33,15,16
48,56,21.223,33,15,16
47.672,56,20,33,15,16
46.829,56,20,33,15,16
44.934,56,20,33,15,16
43.586,56,20,33,15,16
42.908,56,20,33,15,16
41.628,56,20,33,15,16
40.306,56,20,33,15,16
40,56,20,32.293,15,16
40,56,20,30.444,15,16
40,56,20,29.3,15,16
40,56,20,28.673,15,16
40,56,20,27.608,15,16
40,56,20,27.5,15,15.896
40,56,20,27.5,15,14.511
40,50.275,20,20,20,20
40,56,20,27.5,14.596,12
40,56,20,27.5,14.933,12
40,56,20,27.5,14.67,12
40,56,20,27.5,14.636,12
40,56,20,27.5,14.976,12
40,56,20,27.5,14.947,12
40,56,20,27.5,14.514,12
40,56,20,27.5,14.113,12
40,56,20,27.5,13.241,12
40,56,20,27.5,13.291,12
40,56,20,27.5,13.738,12
40,56,20,27.5,13.405,12
40,56,20,27.5,13.14,12
40,56,20,27.5,12.781,12
40,56,20,27.5,12.604,12
40,56,20,27.5,12.003,12
40,56,20,27.216,12,12
40,56,20,27.295,12,12
40,56,20,26.69,12,12
40,56,20,25.844,12,12
40,56,20,25.388,12,12
40,56,20,25.556,12,12
40,56,20,24.944,12,12
40,56,20,24.989,12,12
40,56,20,24.702,12,12
40,56,20,24.519,12,12
40,56,20,24.169,12,12
40,56,20,24.269,12,12
40,56,20,24.093,12,12
40,56,20,23.843,12,12
40,56,20,23.207,12,12
40,56,20,23.491,12,12
40,56,20,22.747,12,12
40,56,20,22.556,12,12
40,56,20,22.948,12,12
40,56,20,22.546,12,12
40,56,20,21.948,12,12
40,56,20,22.179,12,12
40,56,20,21.791,12,12
40,56,20,22.052,12,12
40,56,20,22.102,12,12
40,56,20,22.309,12,12
40,56,20,22.45,12,12
40,56,20,22.179,12,12
40,56,20,22.243,12,12
40,56,20,22.446,12,12
40,56,20,21.696,12,12
40,56,20,21.812,12,12
40,56,20,21.804,12,12
40,56,20,21.972,12,12
40,56,20,21.962,12,12
40,56,20,22.103,12,12
40,56,20,22.304,12,12
40,56,20,21.836,12,12
40,56,20,21.882,12,12
40,56,20,22.181,12,12
40,56,20,22.294,12,12
40,56,20,22.372,12,12
40,56,20,22.372,12,12
40,56,20,22.531,12,12
40,56,20,22.661,12,12
40,56,20,22.59,12,12
40,56,20,23.119,12,12
40,56,20,23.217,12,12
40,56,20,23.513,12,12
40,56,20,24.079,12,12
40,56,20,24.989,12,12
40,56,20,25.278,12,12
40,56,20,25.825,12,12
40,56,20,24.712,12,12
40,56,20,26.024,12,12
40,56,20,26.446,12,12
40,56,20,27.335,12,12
40,56,20,27.5,12.746,12
40,56,20,27.5,14.124,12
40,56,20,27.5,14.521,12
40,56,20,27.5,15,12.026
40,56,20,27.5,15,13.159
40,56,20,27.5,15,14.477
40,56,20,27.5,15,15.39
40,56,20,27.5,15,15.921
40,56,20,28.27,15,16
40,56,20,28.832,15,16
40,56,20,30.114,15,16
40,56,20,31.665,15,16
40.091,56,20,33,15,16
41.028,56,20,33,15,16
42.565,56,20,33,15,16
43.229,56,20,33,15,16
45.11,56,20,33,15,16
46.738,56,20,33,15,16
48,56,20.252,33,15,16
48,56,21.246,33,15,16
48,56,22.378,33,15,16
48,56,22.719,33,15,16
48,56,22.566,33,15,16
48,56,23.01,33,15,16
48,56,24.243,33,15,16
48,56,25,33,16.341,16
48,56,25,33,17.84,16
48,56,25,34.062,18,16
48,56,25,35.493,18,16
48,56,25,36.651,18,16
48,56,25,37.448,18,16
48,56.937,25,38.5,18,16
48,57.158,25,38.5,18,16
48,58.021,25,38.5,18,16
48,59.181,25,38.5,18,16
48,60.164,25,38.5,18,16
48,61.35,25,38.5,18,16
48,61.903,25,38.5,18,16
48,62.606,25,38.5,18,16
48,62.686,25,38.5,18,16
48,63.462,25,38.5,18,16
48,63.718,25,38.5,18,16
48,64,25,38.5,18,16.387
48,64,25,38.5,18,16.962
48,64,25,38.5,18,16.718
48,64,25,38.5,18,17.458
48,64,25,38.5,18,18.249
48,64,25,38.5,18,17.514
48,64,25,38.5,18,17.922
48,64,25,38.5,18,18.868
48,64,25,38.5,18,19.303
48,64,25,38.5,18,18.649
48,64,25,38.5,18,19.071
48,64,25,38.5,18,18.94
48,64,25,38.5,18,18.428
48,64,25,38.5,18,18.423
48,64,25,38.5,18,17.852
48,64,25,38.5,18,16.338
48,62.787,25,38.5,18,16
48,61.696,25,38.5,18,16
48,61.047,25,38.5,18,16
48,60.393,25,38.5,18,16
48,59.161,25,38.5,18,16
48,57.667,25,38.5,18,16
48,56,25,37.953,18,16
48,56,25,36.348,18,16
48,56,25,35.979,18,16
48,56,25,35.143,18,16
48,56,25,35.621,18,16
48,56,25,35.501,18,16
48,56,25,35.961,18,16
48,56,25,37.272,18,16
48,56,25,38.144,18,16
48,56.721,25,38.5,18,16
48,56.373,25,38.5,18,16
48,56.752,25,38.5,18,16
48,56.796,25,38.5,18,16
48,57.581,25,38.5,18,16
48,58.113,25,38.5,18,16
48,57.75,25,38.5,18,16
48,57.906,25,38.5,18,16
48,58.182,25,38.5,18,16
48,58.098,25,38.5,18,16
48,58.372,25,38.5,18,16
48,58.42,25,38.5,18,16
48,58.714,25,38.5,18,16
48,58.512,25,38.5,18,16
48,58.584,25,38.5,18,16
48,58.138,25,38.5,18,16
48,58.208,25,38.5,18,16
48,58.301,25,38.5,18,16
48,57.771,25,38.5,18,16
48,58.03,25,38.5,18,16
48,57.887,25,38.5,18,16
48,58.015,25,38.5,18,16
48,57.354,25,38.5,18,16
48,58.121,25,38.5,18,16
48,57.83,25,38.5,18,16
48,57.873,25,38.5,18,16
48,57.881,25,38.5,18,16
48,57.822,25,38.5,18,16
48,57.992,25,38.5,18,16
48,58.265,25,38.5,18,16
48,58.343,25,38.5,18,16
48,58.421,25,38.5,18,16
48,58.866,25,38.5,18,16
48,58.901,25,38.5,18,16
48,59.379,25,38.5,18,16
48,59.857,25,38.5,18,16
48,59.77,25,38.5,18,16
48,59.989,25,38.5,18,16
48,61.224,25,38.5,18,16
48,62.015,25,38.5,18,16
48,62.513,25,38.5,18,16
48,62.795,25,38.5,18,16
48,62.945,25,38.5,18,16
48,64,25,38.5,18,16.056
48,64,25,38.5,18,16.682
48,64,25,38.5,18,17.423
48,64,25,38.5,18,17.877
48,64,25,38.5,18,18.756
48,64,25,38.5,18,19.699
48,64,25,39.402,18,20
48,64,25,38.946,18,20
48,64,25,40.154,18,20
48,64,25,39.9,18,20
48,64,25,40.852,18,20
48,64,25,40.799,18,20
48,64,25,41.437,18,20
48,64,25,41.332,18,20
48,64,25,39.191,18,20
48,64,25,38.5,18,19.476
48,64,25,38.663,18,20
48,64,25,39.937,18,20
48,64,25,41.941,18,20
48,64,25,43.482,18,20
48,64,25,43.596,18,20
48,64,25,44,18.666,20
48,64,25,44,18.956,20
48,64,25,44,19.352,20
48,64,25,44,19.759,20
48,64,25,44,20.011,20
48,64,25,44,19.978,20
48,64,25,44,19.845,20
48,64,25,44,20.704,20
48,64,25,44,20.74,20
48,64,25,44.274,21,20
48,64,25,44.54,21,20
48,64,25,44.365,21,20
48,64,25,44,20.966,20
48,64,25,44.586,21,20
48,64,25,44.953,21,20
48,64,25,44.906,21,20
48,64,25,44.733,21,20
48,64,25,45.628,21,20
48,64,25,45.658,21,20
48,64,25,45.909,21,20
48,64,25,46.439,21,20
48,64,25,45.863,21,20
48,64,25,45.867,21,20
48,64,25,45.919,21,20
48,64,25,45.601,21,20
48,64,25,45.328,21,20
48,64,25,45.059,21,20
48,64,25,44.91,21,20
48,64,25,44,20.981,20
48,64,25,44,20.64,20
48,64,25,44,19.962,20
48,64,25,44,20.421,20
48,64,25,44,20.289,20
48,64,25,44,19.298,20
48,64,25,44,19.841,20
48,64,25,44,19.302,20
48,64,25,44,18.777,20
48,64,25,43.752,18,20
48,64,25,43.956,18,20
48,64,25,43.093,18,20
48,64,25,42.677,18,20
48,64,25,42.384,18,20
48,64,25,42.245,18,20
48,64,25,41.971,18,20
48,64,25,41.43,18,20
48,64,25,40.259,18,20
48,64,25,39.362,18,20
48,64,25,38.5,18,19.535
48,64,25,38.5,18,18.033
48,64,25,38.5,18,17.069
48,63.681,25,38.5,18,16
48,62.075,25,38.5,18,16
48,61,25,38.5,18,16
48,59.003,25,38.5,18,16
48,57.476,25,38.5,18,16
48,56.574,25,38.5,18,16
48,56,25,37.707,18,16
48,56,25,35.744,18,16
48,56,25,34.861,18,16
48,56,25,33.179,18,16
48,56,25,33,16.009,16
48,56,24.54,33,15,16
48,56,23.063,33,15,16
48,56,21.501,33,15,16
48,56,20.646,33,15,16
46.739,56,20,33,15,16
45.379,56,20,33,15,16
44.693,56,20,33,15,16
43.4,56,20,33,15,16
42.069,56,20,33,15,16
41.048,56,20,33,15,16
40,56,20,32.186,15,16
40,56,20,31.032,15,16
40,56,20,30.398,15,16
40,56,20,29.326,15,16
40,56,20,29.109,15,16
40,56,20,27.713,15,16
36.385,48,20,20,20,20
40,56,20,24.215,12,12
40,56,20,24.538,12,12
40,56,20,24.283,12,12
40,56,20,24.25,12,12
40,56,20,24.574,12,12
40,56,20,24.546,12,12
40,56,20,24.129,12,12
40,56,20,23.743,12,12
40,56,20,22.905,12,12
40,56,20,22.949,12,12
40,56,20,23.38,12,12
40,56,20,23.054,12,12
40,56,20,22.797,12,12
40,56,20,22.453,12,12
40,56,20,22.281,12,12
40,56,20,21.7,12,12
40,56,20,21.423,12,12
40,56,20,21.497,12,12
40,56,20,20.913,12,12
40,56,20,20.103,12,12
40,56,20,19.664,12,12
40,56,20,19.824,12,12
40,56,20,19.239,12,12
40,56,20,19.279,12,12
40,56,20,19.001,12,12
40,56,20,18.826,12,12
40,56,20,18.488,12,12
40,56,20,18.582,12,12
40,56,20,18.415,12,12
40,56,20,18.17,12,12
40,56,20,17.559,12,12
40,56,20,17.829,12,12
40,56,20,17.112,12,12
40,56,20,16.93,12,12
40,56,20,17.307,12,12
40,56,20,16.92,12,12
40,55.844,20,16.5,12,12
40,56,20,16.563,12,12
40,55.693,20,16.5,12,12
40,55.938,20,16.5,12,12
40,55.986,20,16.5,12,12
40,56,20,16.683,12,12
40,56,20,16.817,12,12
40,56,20,16.557,12,12
40,56,20,16.617,12,12
40,56,20,16.806,12,12
40,55.583,20,16.5,12,12
40,55.698,20,16.5,12,12
40,55.688,20,16.5,12,12
40,55.844,20,16.5,12,12
40,55.836,20,16.5,12,12
40,55.974,20,16.5,12,12
40,56,20,16.667,12,12
40,55.714,20,16.5,12,12
40,55.76,20,16.5,12,12
40,56,20,16.546,12,12
40,56,20,16.652,12,12
40,56,20,16.726,12,12
40,56,20,16.726,12,12
40,56,20,16.876,12,12
40,56,20,17.003,12,12
40,56,20,16.934,12,12
40,56,20,17.446,12,12
40,56,20,17.544,12,12
40,56,20,17.829,12,12
40,56,20,18.374,12,12
40,56,20,19.248,12,12
40,56,20,19.526,12,12
40,56,20,20.052,12,12
40,56,20,18.982,12,12
40,56,20,20.246,12,12
40,56,20,20.653,12,12
40,56,20,21.505,12,12
40,56,20,22.382,12,12
40,56,20,23.705,12,12
40,56,20,24.085,12,12
40,56,20,24.571,12,12
40,56,20,25.658,12,12
40,56,20,26.927,12,12
40,56,20,27.5,12.303,12
40,56,20,27.5,12.813,12
40,56,20,27.5,13.628,12
40,56,20,27.5,14.176,12
40,56,20,27.5,15,12.408
40,56,20,27.5,15,13.903
40,56,20,27.5,15,15.275
40,56,20,27.682,15,16
40,56,20,29.162,15,16
40,56,20,29.797,15,16
40,56,20,31.614,15,16
40.181,56,20,33,15,16
41.639,56,20,33,15,16
42.601,56,20,33,15,16
43.695,56,20,33,15,16
44.027,56,20,33,15,16
43.885,56,20,33,15,16
44.315,56,20,33,15,16
45.504,56,20,33,15,16
47.526,56,20,33,15,16
48,56,20.974,33,15,16
48,56,22.157,33,15,16
48,56,23.537,33,15,16
48,56,24.658,33,15,16
48,56,25,33,15.432,16
48,56,25,33,17.353,16
48,56,25,33,17.568,16
48,56,25,33.406,18,16
48,56,25,34.526,18,16
48,56,25,35.476,18,16
48,56,25,36.625,18,16
48,56,25,37.16,18,16
48,56,25,37.839,18,16
48,56,25,37.921,18,16
48,56.174,25,38.5,18,16
48,56.422,25,38.5,18,16
48,57.071,25,38.5,18,16
48,57.628,25,38.5,18,16
48,57.4,25,38.5,18,16
48,58.113,25,38.5,18,16
48,58.872,25,38.5,18,16
48,58.175,25,38.5,18,16
48,58.568,25,38.5,18,16
48,59.482,25,38.5,18,16
48,59.902,25,38.5,18,16
48,59.277,25,38.5,18,16
48,59.684,25,38.5,18,16
48,59.561,25,38.5,18,16
48,59.07,25,38.5,18,16
48,59.066,25,38.5,18,16
48,58.519,25,38.5,18,16
48,57.059,25,38.5,18,16
48,56,25,38.069,18,16
48,56,25,37.023,18,16
48,56,25,36.401,18,16
48,56,25,35.773,18,16
48,56,25,34.587,18,16
48,56,25,33.153,18,16
48,56,25,33,16.019,16
48,56,24.474,33,15,16
48,56,24.125,33,15,16
48,56,23.324,33,15,16
48,56,23.787,33,15,16
48,56,23.672,33,15,16
48,56,24.117,33,15,16
48,56,25,33,15.387,16
48,56,25,33,16.229,16
48,56,25,33,17.268,16
48,56,25,33,16.938,16
48,56,25,33,17.305,16
48,56,25,33,17.349,16
48,56,25,33.106,18,16
48,56,25,33.618,18,16
48,56,25,33.27,18,16
48,56,25,33.42,18,16
48,56,25,33.683,18,16
48,56,25,33.604,18,16
48,56,25,33.868,18,16
48,56,25,33.919,18,16
48,56,25,34.198,18,16
48,56,25,34.005,18,16
48,56,25,34.076,18,16
48,56,25,33.647,18,16
48,56,25,33.715,18,16
48,56,25,33.801,18,16
48,56,25,33.288,18,16
48,56,25,33.535,18,16
48,56,25,33.397,18,16
48,56,25,33.521,18,16
48,56,25,33,17.888,16
48,56,25,33.624,18,16
48,56,25,33.343,18,16
48,56,25,33.379,18,16
48,56,25,33.389,18,16
48,56,25,33.332,18,16
48,56,25,33.496,18,16
48,56,25,33.755,18,16
48,56,25,33.829,18,16
48,56,25,33.903,18,16
48,56,25,34.332,18,16
48,56,25,34.364,18,16
48,56,25,34.819,18,16
48,56,25,35.278,18,16
48,56,25,35.195,18,16
48,56,25,35.406,18,16
48,56,25,36.588,18,16
48,56,25,37.348,18,16
48,56,25,37.826,18,16
48,56,25,38.1,18,16
48,56,25,38.24,18,16
48,56.805,25,38.5,18,16
48,57.406,25,38.5,18,16
48,58.117,25,38.5,18,16
48,58.548,25,38.5,18,16
48,59.393,25,38.5,18,16
48,60.299,25,38.5,18,16
48,61.456,25,38.5,18,16
48,61.013,25,38.5,18,16
48,62.173,25,38.5,18,16
48,61.924,25,38.5,18,16
48,62.833,25,38.5,18,16
48,62.782,25,38.5,18,16
48,63.39,25,38.5,18,16
48,63.283,25,38.5,18,16
48,61.212,25,38.5,18,16
48,60.034,25,38.5,18,16
48,60.688,25,38.5,18,16
48,61.91,25,38.5,18,16
48,63.832,25,38.5,18,16
48,64,25,38.5,18,17.308
48,64,25,38.5,18,17.41
48,64,25,38.5,18,18.432
48,64,25,38.5,18,18.707
48,64,25,38.5,18,19.088
48,64,25,38.5,18,19.477
48,64,25,38.5,18,19.717
48,64,25,38.5,18,19.683
48,64,25,38.5,18,19.552
48,64,25,38.877,18,20
48,64,25,38.911,18,20
48,64,25,39.425,18,20
48,64,25,39.679,18,20
48,64,25,39.51,18,20
48,64,25,39.131,18,20
48,64,25,39.729,18,20
48,64,25,40.08,18,20
48,64,25,40.04,18,20
48,64,25,39.879,18,20
48,64,25,40.747,18,20
48,64,25,40.78,18,20
48,64,25,41.027,18,20
48,64,25,41.543,18,20
48,64,25,40.993,18,20
48,64,25,41.004,18,20
48,64,25,41.053,18,20
48,64,25,40.753,18,20
48,64,25,40.493,18,20
48,64,25,40.238,18,20
48,64,25,40.096,18,20
48,64,25,39.207,18,20
48,64,25,38.875,18,20
48,64,25,38.5,18,19.724
48,64,25,38.666,18,20
48,64,25,38.541,18,20
48,64,25,38.5,18,19.092
48,64,25,38.5,18,19.616
48,64,25,38.5,18,19.097
48,64,25,38.5,18,18.594
48,64,25,38.5,18,17.609
48,64,25,38.5,18,17.801
48,64,25,38.5,18,16.976
48,64,25,38.5,18,16.576
48,64,25,38.5,18,16.296
48,64,25,38.5,18,16.166
48,63.906,25,38.5,18,16
48,63.387,25,38.5,18,16
48,62.263,25,38.5,18,16
48,61.398,25,38.5,18,16
48,60.123,25,38.5,18,16
48,58.674,25,38.5,18,16
48,57.748,25,38.5,18,16
48,56.407,25,38.5,18,16
48,56,25,37.366,18,16
48,56,25,36.328,18,16
48,56,25,34.404,18,16
48,56,25,33,17.929,16
48,56,25,33,17.058,16
48,56,25,33,15.744,16
48,56,23.856,33,15,16
48,56,23.001,33,15,16
48,56,21.386,33,15,16
47.294,56,20,33,15,16
45.876,56,20,33,15,16
44.456,56,20,33,15,16
42.951,56,20,33,15,16
42.123,56,20,33,15,16
40.287,56,20,33,15,16
40,56,20,31.977,15,16
40,56,20,31.313,15,16
40,56,20,30.063,15,16
40,56,20,28.782,15,16
40,56,20,27.799,15,16
40,56,20,27.5,15,14.505
40,56,20,27.5,15,13.393
40,56,20,27.5,15,12.779
40,56,20,27.5,14.748,12
40,56,20,27.5,14.536,12
40,56,20,27.5,13.19,12
32,47.247,20,20,20,20
40,56,20,19.085,12,12
40,56,20,19.397,12,12
40,56,20,19.147,12,12
40,56,20,19.115,12,12
40,56,20,19.426,12,12
40,56,20,19.398,12,12
40,56,20,18.996,12,12
40,56,20,18.623,12,12
40,56,20,17.814,12,12
40,56,20,17.853,12,12
40,56,20,18.27,12,12
40,56,20,17.951,12,12
40,56,20,17.699,12,12
40,56,20,17.368,12,12
40,56,20,17.202,12,12
40,56,20,16.638,12,12
40,55.869,20,16.5,12,12
40,55.938,20,16.5,12,12
40,55.374,20,16.5,12,12
40,54.595,20,16.5,12,12
40,54.171,20,16.5,12,12
40,54.323,20,16.5,12,12
40,53.762,20,16.5,12,12
40,53.798,20,16.5,12,12
40,53.528,20,16.5,12,12
40,53.361,20,16.5,12,12
40,53.033,20,16.5,12,12
40,53.122,20,16.5,12,12
40,52.962,20,16.5,12,12
40,52.721,20,16.5,12,12
40,52.132,20,16.5,12,12
40,52.39,20,16.5,12,12
40,51.696,20,16.5,12,12
40,51.523,20,16.5,12,12
40,51.885,20,16.5,12,12
40,51.512,20,16.5,12,12
40,50.957,20,16.5,12,12
40,51.164,20,16.5,12,12
40,50.809,20,16.5,12,12
40,51.041,20,16.5,12,12
40,51.088,20,16.5,12,12
40,51.275,20,16.5,12,12
40,51.404,20,16.5,12,12
40,51.153,20,16.5,12,12
40,51.209,20,16.5,12,12
40,51.386,20,16.5,12,12
40,50.685,20,16.5,12,12
40,50.8,20,16.5,12,12
40,50.789,20,16.5,12,12
40,50.934,20,16.5,12,12
40,50.927,20,16.5,12,12
40,51.063,20,16.5,12,12
40,51.248,20,16.5,12,12
40,50.808,20,16.5,12,12
40,50.855,20,16.5,12,12
40,51.128,20,16.5,12,12
40,51.229,20,16.5,12,12
40,51.3,20,16.5,12,12
40,51.298,20,16.5,12,12
40,51.442,20,16.5,12,12
40,51.565,20,16.5,12,12
40,51.499,20,16.5,12,12
40,51.995,20,16.5,12,12
40,52.093,20,16.5,12,12
40,52.37,20,16.5,12,12
40,52.895,20,16.5,12,12
40,53.737,20,16.5,12,12
40,54.005,20,16.5,12,12
40,54.514,20,16.5,12,12
40,53.481,20,16.5,12,12
40,54.704,20,16.5,12,12
40,55.097,20,16.5,12,12
40,55.917,20,16.5,12,12
40,56,20,17.263,12,12
40,56,20,18.538,12,12
40,56,20,18.903,12,12
40,56,20,19.372,12,12
40,56,20,20.42,12,12
40,56,20,21.646,12,12
40,56,20,22.488,12,12
40,56,20,22.981,12,12
